IndexNote;IndexClient;nbcouverts;DateDepart;DateArrivee;NbAdultes;NbEnfants;Nuitees;IModeReglement;DatePrestation;PrixUnitaire;Quantite;IProduitVente;CodeStatistique;LibelleStatistique;IndexDate;IndexMeteo
36;16;;2017-06-17;2017-06-10;1;0;7;2;2017-06-10;70;1;179;FORF;FORFAIT;160;161;1
36;16;;2017-06-17;2017-06-10;1;0;7;2;2017-06-11;70;1;179;FORF;FORFAIT;161;162;1
36;16;;2017-06-17;2017-06-10;1;0;7;2;2017-06-12;70;1;179;FORF;FORFAIT;162;163;1
36;16;;2017-06-17;2017-06-10;1;0;7;2;2017-06-13;70;1;179;FORF;FORFAIT;163;164;1
36;16;;2017-06-17;2017-06-10;1;0;7;2;2017-06-14;70;1;179;FORF;FORFAIT;164;165;1
36;16;;2017-06-17;2017-06-10;1;0;7;2;2017-06-15;70;1;179;FORF;FORFAIT;165;166;1
36;16;;2017-06-17;2017-06-10;1;0;7;2;2017-06-16;70;1;179;FORF;FORFAIT;166;167;1
37;17;;;;;;;1;2017-06-10;4;6;106;BARA;BAR-ALCOOL;160;161;0
37;17;;;;;;;3;2017-06-10;4;6;106;BARA;BAR-ALCOOL;160;161;0
37;17;;;;;;;1;2017-06-10;1,5;1;202;BARS;BAR-SOFT;160;161;0
37;17;;;;;;;3;2017-06-10;1,5;1;202;BARS;BAR-SOFT;160;161;0
37;17;;;;;;;1;2017-06-10;3;2;119;BARS;BAR-SOFT;160;161;0
37;17;;;;;;;3;2017-06-10;3;2;119;BARS;BAR-SOFT;160;161;0
39;;2;;;;;;3;2017-06-10;15;2;7;REST;RESTAURANT;160;161;0
39;;2;;;;;;3;2017-06-10;6;1;25;REST;RESTAURANT;160;161;0
39;;2;;;;;;3;2017-06-10;7;1;22;REST;RESTAURANT;160;161;0
39;;2;;;;;;3;2017-06-10;4,5;2;190;BARA;BAR-ALCOOL;160;161;0
40;;3;;;;;;3;2017-06-10;15;1;6;REST;RESTAURANT;160;161;0
40;;3;;;;;;3;2017-06-10;20;2;12;REST;RESTAURANT;160;161;0
40;;3;;;;;;3;2017-06-10;8;2;24;REST;RESTAURANT;160;161;0
40;;3;;;;;;3;2017-06-10;8;1;18;REST;RESTAURANT;160;161;0
40;;3;;;;;;3;2017-06-10;2;2;173;BARS;BAR-SOFT;160;161;0
40;;3;;;;;;3;2017-06-10;2,5;1;174;BARS;BAR-SOFT;160;161;0
40;;3;;;;;;3;2017-06-10;6;2;120;BARS;BAR-SOFT;160;161;0
40;;3;;;;;;3;2017-06-10;4;1;205;BARS;BAR-SOFT;160;161;0
41;;2;;;;;;3;2017-06-10;14;1;8;REST;RESTAURANT;160;161;0
41;;2;;;;;;3;2017-06-10;19;1;16;REST;RESTAURANT;160;161;0
41;;2;;;;;;3;2017-06-10;6;1;25;REST;RESTAURANT;160;161;0
41;;2;;;;;;3;2017-06-10;8;1;18;REST;RESTAURANT;160;161;0
41;;2;;;;;;3;2017-06-10;4;1;189;BARA;BAR-ALCOOL;160;161;0
41;;2;;;;;;3;2017-06-10;7;1;203;BARA;BAR-ALCOOL;160;161;0
42;;2;;;;;;1;2017-06-10;19;1;16;REST;RESTAURANT;160;161;0
42;;2;;;;;;1;2017-06-10;22;1;14;REST;RESTAURANT;160;161;0
42;;2;;;;;;1;2017-06-10;6;1;21;REST;RESTAURANT;160;161;0
42;;2;;;;;;1;2017-06-10;6;1;25;REST;RESTAURANT;160;161;0
42;;2;;;;;;1;2017-06-10;4,5;1;190;BARA;BAR-ALCOOL;160;161;0
42;;2;;;;;;1;2017-06-10;19;1;45;BARA;BAR-ALCOOL;160;161;0
42;;2;;;;;;1;2017-06-10;2;2;173;BARS;BAR-SOFT;160;161;0
37;17;;;;;;;1;2017-06-10;4,5;3;190;BARA;BAR-ALCOOL;160;161;0
37;17;;;;;;;3;2017-06-10;4,5;3;190;BARA;BAR-ALCOOL;160;161;0
43;16;;;;;;;2;2017-06-10;19;1;48;BARA;BAR-ALCOOL;160;161;0
43;16;;;;;;;3;2017-06-10;19;1;48;BARA;BAR-ALCOOL;160;161;0
43;16;;;;;;;3;2017-06-10;19;1;48;BARA;BAR-ALCOOL;160;161;0
36;16;;2017-06-17;2017-06-10;1;0;7;2;2017-06-10;4;1;193;BARS;BAR-SOFT;160;161;1
44;16;;;;;;;2;2017-06-11;4;1;106;BARA;BAR-ALCOOL;161;162;0
45;;2;;;;;;3;2017-06-11;20;1;12;REST;RESTAURANT;161;162;0
45;;2;;;;;;3;2017-06-11;22;1;14;REST;RESTAURANT;161;162;0
45;;2;;;;;;3;2017-06-11;4;1;193;BARS;BAR-SOFT;161;162;0
46;;2;;;;;;1;2017-06-11;19;1;16;REST;RESTAURANT;161;162;0
46;;2;;;;;;1;2017-06-11;8;1;2;REST;RESTAURANT;161;162;0
46;;2;;;;;;1;2017-06-11;2;1;173;BARS;BAR-SOFT;161;162;0
47;;2;;;;;;7;2017-06-11;15;1;7;REST;RESTAURANT;161;162;0
47;;2;;;;;;1;2017-06-11;15;1;7;REST;RESTAURANT;161;162;0
47;;2;;;;;;7;2017-06-11;19;1;16;REST;RESTAURANT;161;162;0
47;;2;;;;;;1;2017-06-11;19;1;16;REST;RESTAURANT;161;162;0
47;;2;;;;;;7;2017-06-11;6;1;21;REST;RESTAURANT;161;162;0
47;;2;;;;;;1;2017-06-11;6;1;21;REST;RESTAURANT;161;162;0
47;;2;;;;;;7;2017-06-11;5;1;19;REST;RESTAURANT;161;162;0
47;;2;;;;;;1;2017-06-11;5;1;19;REST;RESTAURANT;161;162;0
47;;2;;;;;;7;2017-06-11;5;1;192;BARA;BAR-ALCOOL;161;162;0
47;;2;;;;;;1;2017-06-11;5;1;192;BARA;BAR-ALCOOL;161;162;0
47;;2;;;;;;7;2017-06-11;2;1;173;BARS;BAR-SOFT;161;162;0
47;;2;;;;;;1;2017-06-11;2;1;173;BARS;BAR-SOFT;161;162;0
48;;2;;;;;;3;2017-06-11;15;1;9;REST;RESTAURANT;161;162;0
48;;2;;;;;;3;2017-06-11;20;1;12;REST;RESTAURANT;161;162;0
48;;2;;;;;;3;2017-06-11;7;1;22;REST;RESTAURANT;161;162;0
48;;2;;;;;;3;2017-06-11;7;1;191;BARA;BAR-ALCOOL;161;162;0
48;;2;;;;;;3;2017-06-11;2;1;173;BARS;BAR-SOFT;161;162;0
49;;2;;;;;;1;2017-06-11;15;2;6;REST;RESTAURANT;161;162;0
49;;2;;;;;;3;2017-06-11;15;2;6;REST;RESTAURANT;161;162;0
49;;2;;;;;;1;2017-06-11;6;2;28;REST;RESTAURANT;161;162;0
49;;2;;;;;;3;2017-06-11;6;2;28;REST;RESTAURANT;161;162;0
49;;2;;;;;;1;2017-06-11;12;1;182;REST;RESTAURANT;161;162;0
49;;2;;;;;;3;2017-06-11;12;1;182;REST;RESTAURANT;161;162;0
49;;2;;;;;;1;2017-06-11;4,5;2;190;BARA;BAR-ALCOOL;161;162;0
49;;2;;;;;;3;2017-06-11;4,5;2;190;BARA;BAR-ALCOOL;161;162;0
49;;2;;;;;;1;2017-06-11;14;1;42;BARA;BAR-ALCOOL;161;162;0
49;;2;;;;;;3;2017-06-11;14;1;42;BARA;BAR-ALCOOL;161;162;0
50;;8;;;;;;3;2017-06-11;12;3;182;REST;RESTAURANT;161;162;0
50;;8;;;;;;3;2017-06-11;19;1;16;REST;RESTAURANT;161;162;0
50;;8;;;;;;3;2017-06-11;21;4;17;REST;RESTAURANT;161;162;0
50;;8;;;;;;3;2017-06-11;7;5;188;REST;RESTAURANT;161;162;0
50;;8;;;;;;3;2017-06-11;3;3;119;BARS;BAR-SOFT;161;162;0
50;;8;;;;;;3;2017-06-11;4;1;106;BARA;BAR-ALCOOL;161;162;0
50;;8;;;;;;3;2017-06-11;5;1;107;BARA;BAR-ALCOOL;161;162;0
50;;8;;;;;;3;2017-06-11;26;1;57;BARA;BAR-ALCOOL;161;162;0
51;;3;;;;;;2;2017-06-11;20;2;12;REST;RESTAURANT;161;162;0
51;;3;;;;;;2;2017-06-11;19;1;16;REST;RESTAURANT;161;162;0
51;;3;;;;;;2;2017-06-11;7;2;22;REST;RESTAURANT;161;162;0
51;;3;;;;;;2;2017-06-11;6;1;25;REST;RESTAURANT;161;162;0
51;;3;;;;;;2;2017-06-11;4;1;118;BARS;BAR-SOFT;161;162;0
51;;3;;;;;;2;2017-06-11;4;3;106;BARA;BAR-ALCOOL;161;162;0
45;;2;;;;;;3;2017-06-11;7;2;22;REST;RESTAURANT;161;162;0
52;;2;;;;;;3;2017-06-11;22;1;14;REST;RESTAURANT;161;162;0
52;;2;;;;;;3;2017-06-11;20;1;12;REST;RESTAURANT;161;162;0
52;;2;;;;;;3;2017-06-11;6;1;28;REST;RESTAURANT;161;162;0
52;;2;;;;;;3;2017-06-11;8;1;18;REST;RESTAURANT;161;162;0
52;;2;;;;;;3;2017-06-11;22;1;38;BARA;BAR-ALCOOL;161;162;0
52;;2;;;;;;3;2017-06-11;4;1;193;BARS;BAR-SOFT;161;162;0
53;;2;;;;;;8;2017-06-11;14;1;5;REST;RESTAURANT;161;162;0
53;;2;;;;;;1;2017-06-11;14;1;5;REST;RESTAURANT;161;162;0
53;;2;;;;;;8;2017-06-11;22;1;14;REST;RESTAURANT;161;162;0
53;;2;;;;;;1;2017-06-11;22;1;14;REST;RESTAURANT;161;162;0
53;;2;;;;;;8;2017-06-11;6;2;25;REST;RESTAURANT;161;162;0
53;;2;;;;;;1;2017-06-11;6;2;25;REST;RESTAURANT;161;162;0
53;;2;;;;;;8;2017-06-11;2;1;173;BARS;BAR-SOFT;161;162;0
53;;2;;;;;;1;2017-06-11;2;1;173;BARS;BAR-SOFT;161;162;0
53;;2;;;;;;8;2017-06-11;4;1;106;BARA;BAR-ALCOOL;161;162;0
53;;2;;;;;;1;2017-06-11;4;1;106;BARA;BAR-ALCOOL;161;162;0
54;;2;;;;;;7;2017-06-11;19;1;16;REST;RESTAURANT;161;162;0
54;;2;;;;;;1;2017-06-11;19;1;16;REST;RESTAURANT;161;162;0
54;;2;;;;;;7;2017-06-11;22;1;14;REST;RESTAURANT;161;162;0
54;;2;;;;;;1;2017-06-11;22;1;14;REST;RESTAURANT;161;162;0
54;;2;;;;;;7;2017-06-11;10;1;7;REST;RESTAURANT;161;162;0
54;;2;;;;;;1;2017-06-11;10;1;7;REST;RESTAURANT;161;162;0
54;;2;;;;;;7;2017-06-11;7;2;22;REST;RESTAURANT;161;162;0
54;;2;;;;;;1;2017-06-11;7;2;22;REST;RESTAURANT;161;162;0
54;;2;;;;;;7;2017-06-11;3;1;28;REST;RESTAURANT;161;162;0
54;;2;;;;;;1;2017-06-11;3;1;28;REST;RESTAURANT;161;162;0
54;;2;;;;;;7;2017-06-11;4;2;189;BARA;BAR-ALCOOL;161;162;0
54;;2;;;;;;1;2017-06-11;4;2;189;BARA;BAR-ALCOOL;161;162;0
54;;2;;;;;;7;2017-06-11;3;1;119;BARS;BAR-SOFT;161;162;0
54;;2;;;;;;1;2017-06-11;3;1;119;BARS;BAR-SOFT;161;162;0
54;;2;;;;;;7;2017-06-11;4;1;118;BARS;BAR-SOFT;161;162;0
54;;2;;;;;;1;2017-06-11;4;1;118;BARS;BAR-SOFT;161;162;0
54;;2;;;;;;7;2017-06-11;6;1;120;BARS;BAR-SOFT;161;162;0
54;;2;;;;;;1;2017-06-11;6;1;120;BARS;BAR-SOFT;161;162;0
55;;3;;;;;;3;2017-06-11;22;1;14;REST;RESTAURANT;161;162;0
55;;3;;;;;;3;2017-06-11;22;1;14;REST;RESTAURANT;161;162;0
55;;3;;;;;;8;2017-06-11;22;1;14;REST;RESTAURANT;161;162;0
55;;3;;;;;;3;2017-06-11;18;2;15;REST;RESTAURANT;161;162;0
55;;3;;;;;;3;2017-06-11;18;2;15;REST;RESTAURANT;161;162;0
55;;3;;;;;;8;2017-06-11;18;2;15;REST;RESTAURANT;161;162;0
55;;3;;;;;;3;2017-06-11;6;2;104;BARA;BAR-ALCOOL;161;162;0
55;;3;;;;;;3;2017-06-11;6;2;104;BARA;BAR-ALCOOL;161;162;0
55;;3;;;;;;8;2017-06-11;6;2;104;BARA;BAR-ALCOOL;161;162;0
55;;3;;;;;;3;2017-06-11;19;1;48;BARA;BAR-ALCOOL;161;162;0
55;;3;;;;;;3;2017-06-11;19;1;48;BARA;BAR-ALCOOL;161;162;0
55;;3;;;;;;8;2017-06-11;19;1;48;BARA;BAR-ALCOOL;161;162;0
55;;3;;;;;;3;2017-06-11;4;1;193;BARS;BAR-SOFT;161;162;0
55;;3;;;;;;3;2017-06-11;4;1;193;BARS;BAR-SOFT;161;162;0
55;;3;;;;;;8;2017-06-11;4;1;193;BARS;BAR-SOFT;161;162;0
55;;3;;;;;;3;2017-06-11;3;1;28;REST;RESTAURANT;161;162;0
55;;3;;;;;;3;2017-06-11;3;1;28;REST;RESTAURANT;161;162;0
55;;3;;;;;;8;2017-06-11;3;1;28;REST;RESTAURANT;161;162;0
55;;3;;;;;;3;2017-06-11;7;2;22;REST;RESTAURANT;161;162;0
55;;3;;;;;;3;2017-06-11;7;2;22;REST;RESTAURANT;161;162;0
55;;3;;;;;;8;2017-06-11;7;2;22;REST;RESTAURANT;161;162;0
56;17;;;;;;;1;2017-06-11;4;1;106;BARA;BAR-ALCOOL;161;162;0
37;17;;;;;;;1;2017-06-11;4;1;118;BARS;BAR-SOFT;161;162;0
37;17;;;;;;;3;2017-06-11;4;1;118;BARS;BAR-SOFT;161;162;0
37;17;;;;;;;1;2017-06-11;5;1;107;BARA;BAR-ALCOOL;161;162;0
37;17;;;;;;;3;2017-06-11;5;1;107;BARA;BAR-ALCOOL;161;162;0
37;17;;;;;;;1;2017-06-11;22;1;38;BARA;BAR-ALCOOL;161;162;0
37;17;;;;;;;3;2017-06-11;22;1;38;BARA;BAR-ALCOOL;161;162;0
43;16;;;;;;;2;2017-06-11;19;1;45;BARA;BAR-ALCOOL;161;162;0
43;16;;;;;;;3;2017-06-11;19;1;45;BARA;BAR-ALCOOL;161;162;0
43;16;;;;;;;3;2017-06-11;19;1;45;BARA;BAR-ALCOOL;161;162;0
60;142;;2017-06-14;2017-06-13;2;0;1;3;2017-06-14;15;2;183;REST;RESTAURANT;164;165;2
60;142;;2017-06-14;2017-06-13;2;0;1;3;2017-06-14;4;1;193;BARS;BAR-SOFT;164;165;2
60;142;;2017-06-14;2017-06-13;2;0;1;3;2017-06-14;2,5;1;175;BARS;BAR-SOFT;164;165;2
60;142;;2017-06-14;2017-06-13;2;0;1;3;2017-06-14;3;1;119;BARS;BAR-SOFT;164;165;2
58;27;;2017-06-15;2017-06-13;1;0;2;3;2017-06-14;15;3;183;REST;RESTAURANT;164;165;1
58;27;;2017-06-15;2017-06-13;2;0;2;3;2017-06-14;15;3;183;REST;RESTAURANT;164;165;2
58;27;;2017-06-15;2017-06-13;1;0;2;3;2017-06-14;4;1;205;BARS;BAR-SOFT;164;165;1
58;27;;2017-06-15;2017-06-13;2;0;2;3;2017-06-14;4;1;205;BARS;BAR-SOFT;164;165;2
58;27;;2017-06-15;2017-06-13;1;0;2;3;2017-06-14;4;2;112;BARA;BAR-ALCOOL;164;165;1
58;27;;2017-06-15;2017-06-13;2;0;2;3;2017-06-14;4;2;112;BARA;BAR-ALCOOL;164;165;2
58;27;;2017-06-15;2017-06-13;1;0;2;3;2017-06-14;19;1;48;BARA;BAR-ALCOOL;164;165;1
58;27;;2017-06-15;2017-06-13;2;0;2;3;2017-06-14;19;1;48;BARA;BAR-ALCOOL;164;165;2
37;17;;;;;;;1;2017-06-14;2,5;1;174;BARS;BAR-SOFT;164;165;0
37;17;;;;;;;3;2017-06-14;2,5;1;174;BARS;BAR-SOFT;164;165;0
37;17;;;;;;;1;2017-06-14;4,5;4;190;BARA;BAR-ALCOOL;164;165;0
37;17;;;;;;;3;2017-06-14;4,5;4;190;BARA;BAR-ALCOOL;164;165;0
37;17;;;;;;;1;2017-06-14;4,5;3;190;BARA;BAR-ALCOOL;164;165;0
37;17;;;;;;;3;2017-06-14;4,5;3;190;BARA;BAR-ALCOOL;164;165;0
17;16;;2017-06-15;2017-06-09;2;0;6;2;2017-06-14;4;11;106;BARA;BAR-ALCOOL;164;165;2
17;16;;2017-06-15;2017-06-09;2;0;6;2;2017-06-14;4,5;1;201;BARS;BAR-SOFT;164;165;2
17;16;;2017-06-15;2017-06-09;2;0;6;2;2017-06-14;4;3;118;BARS;BAR-SOFT;164;165;2
43;16;;;;;;;2;2017-06-14;19;1;45;BARA;BAR-ALCOOL;164;165;0
43;16;;;;;;;3;2017-06-14;19;1;45;BARA;BAR-ALCOOL;164;165;0
43;16;;;;;;;3;2017-06-14;19;1;45;BARA;BAR-ALCOOL;164;165;0
64;;4;;;;;;1;2017-06-14;19;2;16;REST;RESTAURANT;164;165;0
64;;4;;;;;;3;2017-06-14;19;2;16;REST;RESTAURANT;164;165;0
64;;4;;;;;;1;2017-06-14;20;2;12;REST;RESTAURANT;164;165;0
64;;4;;;;;;3;2017-06-14;20;2;12;REST;RESTAURANT;164;165;0
64;;4;;;;;;1;2017-06-14;7;1;22;REST;RESTAURANT;164;165;0
64;;4;;;;;;3;2017-06-14;7;1;22;REST;RESTAURANT;164;165;0
64;;4;;;;;;1;2017-06-14;5;1;19;REST;RESTAURANT;164;165;0
64;;4;;;;;;3;2017-06-14;5;1;19;REST;RESTAURANT;164;165;0
64;;4;;;;;;1;2017-06-14;6;2;28;REST;RESTAURANT;164;165;0
64;;4;;;;;;3;2017-06-14;6;2;28;REST;RESTAURANT;164;165;0
64;;4;;;;;;1;2017-06-14;14;1;42;BARA;BAR-ALCOOL;164;165;0
64;;4;;;;;;3;2017-06-14;14;1;42;BARA;BAR-ALCOOL;164;165;0
64;;4;;;;;;1;2017-06-14;2;1;173;BARS;BAR-SOFT;164;165;0
64;;4;;;;;;3;2017-06-14;2;1;173;BARS;BAR-SOFT;164;165;0
67;;2;;;;;;3;2017-06-14;12;1;182;REST;RESTAURANT;164;165;0
67;;2;;;;;;3;2017-06-14;18;2;15;REST;RESTAURANT;164;165;0
67;;2;;;;;;3;2017-06-14;7;1;27;REST;RESTAURANT;164;165;0
67;;2;;;;;;3;2017-06-14;8;1;24;REST;RESTAURANT;164;165;0
67;;2;;;;;;3;2017-06-14;4;1;105;BARA;BAR-ALCOOL;164;165;0
67;;2;;;;;;3;2017-06-14;4;1;189;BARA;BAR-ALCOOL;164;165;0
69;148;;;;;;;3;2017-06-14;4;1;106;BARA;BAR-ALCOOL;164;165;0
68;148;;2017-06-15;2017-06-14;1;0;1;3;2017-06-14;21;1;17;REST;RESTAURANT;164;165;1
65;123;;2017-06-15;2017-06-14;2;0;1;3;2017-06-14;15;2;183;REST;RESTAURANT;164;165;2
58;27;;2017-06-15;2017-06-13;1;0;2;3;2017-06-14;15;1;6;REST;RESTAURANT;164;165;1
58;27;;2017-06-15;2017-06-13;2;0;2;3;2017-06-14;15;1;6;REST;RESTAURANT;164;165;2
58;27;;2017-06-15;2017-06-13;1;0;2;3;2017-06-14;19;2;16;REST;RESTAURANT;164;165;1
58;27;;2017-06-15;2017-06-13;2;0;2;3;2017-06-14;19;2;16;REST;RESTAURANT;164;165;2
58;27;;2017-06-15;2017-06-13;1;0;2;3;2017-06-14;8;1;26;REST;RESTAURANT;164;165;1
58;27;;2017-06-15;2017-06-13;2;0;2;3;2017-06-14;8;1;26;REST;RESTAURANT;164;165;2
58;27;;2017-06-15;2017-06-13;1;0;2;3;2017-06-14;6;1;21;REST;RESTAURANT;164;165;1
58;27;;2017-06-15;2017-06-13;2;0;2;3;2017-06-14;6;1;21;REST;RESTAURANT;164;165;2
58;27;;2017-06-15;2017-06-13;1;0;2;3;2017-06-14;8;1;24;REST;RESTAURANT;164;165;1
58;27;;2017-06-15;2017-06-13;2;0;2;3;2017-06-14;8;1;24;REST;RESTAURANT;164;165;2
58;27;;2017-06-15;2017-06-13;1;0;2;3;2017-06-14;19;1;48;BARA;BAR-ALCOOL;164;165;1
58;27;;2017-06-15;2017-06-13;2;0;2;3;2017-06-14;19;1;48;BARA;BAR-ALCOOL;164;165;2
37;17;;;;;;;1;2017-06-14;4;6;189;BARA;BAR-ALCOOL;164;165;0
37;17;;;;;;;3;2017-06-14;4;6;189;BARA;BAR-ALCOOL;164;165;0
43;16;;;;;;;2;2017-06-14;19;1;45;BARA;BAR-ALCOOL;164;165;0
43;16;;;;;;;3;2017-06-14;19;1;45;BARA;BAR-ALCOOL;164;165;0
43;16;;;;;;;3;2017-06-14;19;1;45;BARA;BAR-ALCOOL;164;165;0
70;;1;;;;;;3;2017-06-15;10;7;156;VEMP;VTE-EMPORTER;165;166;0
71;;2;;;;;;3;2017-06-15;19;1;16;REST;RESTAURANT;165;166;0
71;;2;;;;;;3;2017-06-15;15;1;9;REST;RESTAURANT;165;166;0
71;;2;;;;;;3;2017-06-15;6;1;21;REST;RESTAURANT;165;166;0
71;;2;;;;;;3;2017-06-15;6;1;25;REST;RESTAURANT;165;166;0
72;;2;;;;;;3;2017-06-15;12;1;182;REST;RESTAURANT;165;166;0
72;;2;;;;;;3;2017-06-15;15;1;9;REST;RESTAURANT;165;166;0
72;;2;;;;;;3;2017-06-15;15;1;6;REST;RESTAURANT;165;166;0
72;;2;;;;;;3;2017-06-15;18;1;15;REST;RESTAURANT;165;166;0
72;;2;;;;;;3;2017-06-15;22;1;14;REST;RESTAURANT;165;166;0
72;;2;;;;;;3;2017-06-15;8;1;24;REST;RESTAURANT;165;166;0
72;;2;;;;;;3;2017-06-15;7;1;22;REST;RESTAURANT;165;166;0
72;;2;;;;;;3;2017-06-15;6;2;120;BARS;BAR-SOFT;165;166;0
72;;2;;;;;;3;2017-06-15;4;1;189;BARA;BAR-ALCOOL;165;166;0
72;;2;;;;;;3;2017-06-15;4,5;1;190;BARA;BAR-ALCOOL;165;166;0
74;;2;;;;;;3;2017-06-15;10;1;4;REST;RESTAURANT;165;166;0
74;;2;;;;;;3;2017-06-15;10;1;4;REST;RESTAURANT;165;166;0
74;;2;;;;;;3;2017-06-15;6;2;25;REST;RESTAURANT;165;166;0
74;;2;;;;;;3;2017-06-15;6;1;120;BARS;BAR-SOFT;165;166;0
74;;2;;;;;;3;2017-06-15;5;1;107;BARA;BAR-ALCOOL;165;166;0
74;;2;;;;;;3;2017-06-15;7;2;191;BARA;BAR-ALCOOL;165;166;0
74;;2;;;;;;3;2017-06-15;2;2;173;BARS;BAR-SOFT;165;166;0
43;16;;;;;;;2;2017-06-15;19;1;45;BARA;BAR-ALCOOL;165;166;0
43;16;;;;;;;3;2017-06-15;19;1;45;BARA;BAR-ALCOOL;165;166;0
43;16;;;;;;;3;2017-06-15;19;1;45;BARA;BAR-ALCOOL;165;166;0
37;17;;;;;;;1;2017-06-15;4;3;189;BARA;BAR-ALCOOL;165;166;0
37;17;;;;;;;3;2017-06-15;4;3;189;BARA;BAR-ALCOOL;165;166;0
33;16;;2017-06-17;2017-06-10;2;0;7;3;2017-06-16;10;14;156;VEMP;VTE-EMPORTER;166;167;2
33;16;;2017-06-17;2017-06-10;2;0;7;2;2017-06-16;10;14;156;VEMP;VTE-EMPORTER;166;167;2
29;16;;2017-06-17;2017-06-10;2;0;7;1;2017-06-16;10;14;156;VEMP;VTE-EMPORTER;166;167;2
29;16;;2017-06-17;2017-06-10;2;0;7;3;2017-06-16;10;14;156;VEMP;VTE-EMPORTER;166;167;2
29;16;;2017-06-17;2017-06-10;2;0;7;3;2017-06-16;10;14;156;VEMP;VTE-EMPORTER;166;167;2
34;16;;2017-06-17;2017-06-10;2;0;7;2;2017-06-16;10;14;156;VEMP;VTE-EMPORTER;166;167;2
32;16;;2017-06-17;2017-06-10;1;0;7;2;2017-06-16;10;6;156;VEMP;VTE-EMPORTER;166;167;1
32;16;;2017-06-19;2017-06-17;1;0;2;2;2017-06-16;10;6;156;VEMP;VTE-EMPORTER;166;167;1
36;16;;2017-06-17;2017-06-10;1;0;7;2;2017-06-16;10;7;156;VEMP;VTE-EMPORTER;166;167;1
75;;2;;;;;;3;2017-06-16;18;1;15;REST;RESTAURANT;166;167;0
75;;2;;;;;;3;2017-06-16;2;2;173;BARS;BAR-SOFT;166;167;0
76;;2;;;;;;2;2017-06-16;16;1;183;REST;RESTAURANT;166;167;0
76;;2;;;;;;2;2017-06-16;12;1;49;BARA;BAR-ALCOOL;166;167;0
43;16;;;;;;;2;2017-06-16;19;1;45;BARA;BAR-ALCOOL;166;167;0
43;16;;;;;;;3;2017-06-16;19;1;45;BARA;BAR-ALCOOL;166;167;0
43;16;;;;;;;3;2017-06-16;19;1;45;BARA;BAR-ALCOOL;166;167;0
35;16;;2017-06-17;2017-06-10;2;0;7;3;2017-06-16;10;14;156;VEMP;VTE-EMPORTER;166;167;2
37;17;;;;;;;1;2017-06-16;4,5;1;190;BARA;BAR-ALCOOL;166;167;0
37;17;;;;;;;3;2017-06-16;4,5;1;190;BARA;BAR-ALCOOL;166;167;0
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;15;1;9;REST;RESTAURANT;166;167;3
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;21;1;17;REST;RESTAURANT;166;167;3
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;22;1;14;REST;RESTAURANT;166;167;3
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;8;1;2;REST;RESTAURANT;166;167;3
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;3;1;28;REST;RESTAURANT;166;167;3
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;6;1;28;REST;RESTAURANT;166;167;3
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;6;1;21;REST;RESTAURANT;166;167;3
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;6;1;122;BARA;BAR-ALCOOL;166;167;3
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;20;1;44;BARA;BAR-ALCOOL;166;167;3
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;3;2;119;BARS;BAR-SOFT;166;167;3
81;135;;2017-06-17;2017-06-16;3;0;1;3;2017-06-16;5;1;107;BARA;BAR-ALCOOL;166;167;3
82;;4;;;;;;3;2017-06-16;12;1;182;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;12;1;182;REST;RESTAURANT;166;167;0
82;;4;;;;;;1;2017-06-16;12;1;182;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;15;1;7;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;15;1;7;REST;RESTAURANT;166;167;0
82;;4;;;;;;1;2017-06-16;15;1;7;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;15;1;9;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;15;1;9;REST;RESTAURANT;166;167;0
82;;4;;;;;;1;2017-06-16;15;1;9;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;22;1;14;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;22;1;14;REST;RESTAURANT;166;167;0
82;;4;;;;;;1;2017-06-16;22;1;14;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;17;1;12;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;17;1;12;REST;RESTAURANT;166;167;0
82;;4;;;;;;1;2017-06-16;17;1;12;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;6;3;28;REST;RESTAURANT;166;167;0
82;;4;;;;;;3;2017-06-16;6;3;28;REST;RESTAURANT;166;167;0
82;;4;;;;;;1;2017-06-16;6;3;28;REST;RESTAURANT;166;167;0
